,bestScore,scores,aiMean,aiRange
0,-0.8410826057111374,"[-0.8409912132698476, -0.8409912132698476, -0.8409912132698476, -0.8409912132698476, -0.8409912132698476, -0.841002885009727, -0.841058099594577, -0.8410644080104173, -0.8410765350053052, -0.8410826057111374]",80.0,0.0
1,-0.3694147229844852,"[-0.14097994426342864, -0.3694147229844852, -0.3694147229844852, -0.3694147229844852, -0.3694147229844852, -0.3694147229844852, -0.3694147229844852, -0.3694147229844852, -0.3694147229844852, -0.3694147229844852]",80.0,30.0
2,-0.49326386748482515,"[-0.49326386748482515, -0.49326386748482515, -0.49326386748482515, -0.49326386748482515, -0.49326386748482515, -0.49326386748482515, -0.49326386748482515, -0.49326386748482515, -0.49326386748482515, -0.49326386748482515]",100.0,0.0
3,-0.46729342498805454,"[-0.40154622125983075, -0.40154622125983075, -0.40154622125983075, -0.46667638050437205, -0.46667638050437205, -0.46667638050437205, -0.46667638050437205, -0.46729342498805454, -0.46729342498805454, -0.46729342498805454]",100.0,30.0
4,-1.5626872562390999,"[-0.7356539502488454, -1.5441680236276194, -1.5441680236276194, -1.5441680236276194, -1.5441680236276194, -1.5441680236276194, -1.5441680236276194, -1.5441680236276194, -1.5626872562390999, -1.5626872562390999]",120.0,0.0
5,-1.1241161627349214,"[-1.1224540991705432, -1.1224540991705432, -1.1224540991705432, -1.1224540991705432, -1.1224540991705432, -1.1224540991705432, -1.1224540991705432, -1.1224540991705432, -1.1241161627349214, -1.1241161627349214]",120.0,30.0
